,FTR,Season,HomeTeamID,AwayTeamID,Outcome,Ha,Aa,Hb,Ab,ProbA,ProbD,ProbH,Prediction
1807,2.0,5.0,20.0,10.0,2.0,0.02937513817212268,0.08309016669443549,0.052523745499895864,0.06606201393061585,0.2889336989625624,0.27503595588825336,0.4360275238513147,2.0
1808,1.0,5.0,19.0,24.0,1.0,0.2239691601678107,-0.0029874108396445104,0.3867437087979136,0.0868935578593559,0.1575211367010771,0.24947668713599622,0.5929917937485886,2.0
1809,0.0,5.0,24.0,0.0,0.0,-0.01226536603217323,0.5847964808424293,0.1134424378330764,0.36976356320076653,0.527669712616517,0.250043467937866,0.22227545527292633,0.0
1810,2.0,5.0,23.0,30.0,2.0,0.035661203055346605,-0.05353277748831567,0.12344427142658829,-0.22878704507540706,0.17050461652413904,0.22728875069624377,0.6021778164677619,2.0
1811,0.0,5.0,20.0,27.0,0.0,0.03847262990238405,-0.18816291875280605,0.06978370303789627,-0.1645148342110332,0.16807029864479775,0.23794982439065127,0.5939622289526554,2.0
1812,2.0,5.0,1.0,31.0,2.0,0.4137589755733986,-0.017922829706663503,0.6809611594116792,-0.039235220281297285,0.07067612391901844,0.1664974157715307,0.7627008549473263,2.0
1813,2.0,5.0,16.0,25.0,2.0,0.43047215113238124,-0.007160577650288725,0.5053880253367423,0.021411901547831576,0.09458083563999345,0.18447223200522705,0.7208574479243882,2.0
1814,1.0,5.0,28.0,5.0,1.0,-0.00698577168029281,0.20615784596311235,-0.028066141792409745,0.0628178864991766,0.36048416401424843,0.2666511249807185,0.37286116857313895,2.0
1815,2.0,5.0,10.0,22.0,2.0,0.06897369422250901,0.05023972255015367,0.0548050090819861,0.1067313488028565,0.27937166428701976,0.27660901836861745,0.44401659421769873,2.0
1816,2.0,5.0,26.0,14.0,2.0,-0.047189709362277885,0.0004011267263807522,0.06949435274105037,0.18216819059802974,0.3047134121932076,0.3039989705700965,0.39128697219842273,2.0
1817,2.0,5.0,19.0,9.0,2.0,0.20190747866432718,0.018278050747560094,0.3985212849756928,0.09854116990269375,0.16537425945525777,0.25668414456814137,0.5779336875518575,2.0
1818,0.0,5.0,4.0,17.0,0.0,0.05245972842851043,-0.08112328917925234,0.06934566874407304,0.017514106088366253,0.2258306501836723,0.2694375896619201,0.5047271643969155,2.0
1819,2.0,5.0,0.0,30.0,2.0,0.5762543263658599,-0.06494955207572886,0.3852589805706272,-0.21480965475193955,0.04865114233056282,0.10306056016364527,0.8467639559610939,2.0
1820,1.0,5.0,26.0,10.0,1.0,-0.034795860028931966,0.07660258574213022,0.0850724739958002,0.056630727300021014,0.290872522411867,0.2836935318652647,0.42543212112724826,2.0
1821,1.0,5.0,20.0,22.0,1.0,0.02608235946968844,0.04868566477580018,0.01874797516985703,0.09717643547152156,0.2970074388738861,0.2793132236125826,0.42367713840196153,2.0
1822,0.0,5.0,31.0,4.0,0.0,-0.014282658182574848,0.043975365562176814,-0.06585350351389035,0.036030306823516885,0.31558248128327665,0.27279529832262545,0.4116193861146251,2.0
1823,2.0,5.0,19.0,23.0,2.0,0.20609459890019208,0.024623650353413525,0.3958859390906413,0.13730506142432763,0.17342236471325154,0.2638793553138809,0.5626923032195956,2.0
1824,1.0,5.0,16.0,24.0,1.0,0.4158979639229617,-0.02518996918234468,0.5146307311745573,0.12335450833923577,0.10928382699269085,0.2107835844349069,0.6798966529432263,2.0
1825,0.0,5.0,5.0,14.0,0.0,0.2018718214160463,-0.012552952805168101,0.06826862618147536,0.16746082826110809,0.24263959732322748,0.2684088747603408,0.48894689951465004,2.0
1826,0.0,5.0,17.0,1.0,0.0,-0.054209876826451946,0.4349973219163383,0.02726704958140114,0.6759917402005543,0.574673592514269,0.26067034048027027,0.1646493532608801,0.0
1827,2.0,5.0,25.0,28.0,2.0,-0.01536072128692111,-0.011631638964958444,0.03960353087905208,-0.022730162011450564,0.25635045128693973,0.2718320864369492,0.4718136940779742,2.0
1828,2.0,5.0,27.0,9.0,2.0,-0.14652375574273893,0.02085315071903241,-0.1490098496898243,0.09291211759342059,0.3812949362510553,0.2851908064688676,0.3335128308653569,0.0
1829,2.0,5.0,24.0,17.0,2.0,-0.033147268612242264,-0.05251412647811476,0.15432459469597423,0.005033304587913637,0.2284552729752179,0.28263399209854184,0.4889082031906,2.0
1830,2.0,5.0,23.0,25.0,2.0,0.015138996351359315,0.004462806524670305,0.14514335845025958,0.04139835777075427,0.24153095116508705,0.2792097311119103,0.4792564996391242,2.0
1831,1.0,5.0,1.0,26.0,1.0,0.45222121953911354,-0.03922168247543023,0.6732753676803636,0.08582678504397541,0.08038490482785762,0.18694348960235868,0.7326074026311382,2.0
1832,2.0,5.0,22.0,19.0,2.0,0.05896481897470631,0.1991951155540747,0.08861953658179214,0.40785755938159163,0.38661476051292964,0.2991620575175176,0.3142224078302755,0.0
1833,0.0,5.0,4.0,0.0,0.0,0.04218582954069346,0.586938811789505,0.058098567818144056,0.3812164379795165,0.5407027174057965,0.24047591131182605,0.21880335969397824,0.0
1834,2.0,5.0,30.0,16.0,2.0,-0.06193851286728367,0.39077569301515935,-0.22784731713412237,0.5235832080809328,0.631467678651487,0.21913163012026396,0.1493642956943098,0.0
1835,2.0,5.0,28.0,20.0,2.0,-0.013143344779103146,0.03285201922859013,-0.04702467926585009,0.006003416353941733,0.29886304123549284,0.2707301858809805,0.4304034096511162,2.0
1836,1.0,5.0,14.0,27.0,1.0,0.01577308003762823,-0.1475626263116183,0.1920630659069139,-0.12874425888702873,0.16479567560897043,0.24862098002914543,0.5865723154589285,2.0
1837,2.0,5.0,9.0,31.0,2.0,0.00475671509623948,-0.03229466985458312,0.09429298635851179,-0.06376419364767719,0.22396334407897614,0.26353922861274987,0.512491392942584,2.0
1838,2.0,5.0,10.0,5.0,2.0,0.07586993962460672,0.18226264738724227,0.06210973245862815,0.03299212573845236,0.29502952501860497,0.26163505908685125,0.4433299521399409,2.0
